Time (min),Value (pA)
20.156667,4.038063
20.158333,4.012737
20.16,3.98974
20.161667,3.969517
20.163333,3.95346
20.165,3.940897
20.166667,3.930923
20.168333,3.921915
20.17,3.914441
20.171667,3.906011
20.173333,3.898551
20.175,3.892622
20.176667,3.884068
20.178333,3.877409
20.18,3.874118
20.181667,3.872442
20.183333,3.871587
20.185,3.87129
20.186667,3.870659
20.188333,3.87184
20.19,3.872524
20.191667,3.87271
20.193333,3.870235
20.195,3.867059
20.196667,3.861898
20.198333,3.85439
20.2,3.846169
20.201667,3.838128
20.203333,3.831764
20.205,3.829409
20.206667,3.827158
20.208333,3.828568
20.21,3.82962
20.211667,3.832484
20.213333,3.833856
20.215,3.835179
20.216667,3.837207
20.218333,3.838885
20.22,3.841595
20.221667,3.847549
20.223333,3.850911
20.225,3.858632
20.226667,3.863117
20.228333,3.869478
20.23,3.874525
20.231667,3.877201
20.233333,3.879357
20.235,3.879829
20.236667,3.881847
20.238333,3.885622
20.24,3.886437
20.241667,3.889361
20.243333,3.889976
20.245,3.890126
20.246667,3.88683
20.248333,3.880912
20.25,3.873901
20.251667,3.867401
20.253333,3.86169
20.255,3.856092
20.256667,3.850504
20.258333,3.847175
20.26,3.845966
20.261667,3.847015
20.263333,3.8492
20.265,3.853558
20.266667,3.860186
20.268333,3.870717
20.27,3.881336
20.271667,3.892865
20.273333,3.903831
20.275,3.912282
20.276667,3.919746
20.278333,3.924883
20.28,3.926208
20.281667,3.924279
20.283333,3.921417
20.285,3.919209
20.286667,3.917162
20.288333,3.915418
20.29,3.913921
20.291667,3.910185
20.293333,3.9075
20.295,3.900893
20.296667,3.889558
20.298333,3.877103
20.3,3.864661
20.301667,3.854043
20.303333,3.845796
20.305,3.838765
20.306667,3.835814
20.308333,3.834762
20.31,3.834539
20.311667,3.833262
20.313333,3.831847
20.315,3.828787
20.316667,3.825587
20.318333,3.822207
20.32,3.819926
20.321667,3.818223
20.323333,3.818776
20.325,3.817898
20.326667,3.817411
20.328333,3.820112
20.33,3.822036
20.331667,3.821003
20.333333,3.822638
20.335,3.822996
20.336667,3.823813
20.338333,3.823407
20.34,3.822425
20.341667,3.81923
20.343333,3.816401
20.345,3.813913
20.346667,3.809687
20.348333,3.808225
20.35,3.810289
20.351667,3.812474
20.353333,3.816812
20.355,3.822089
20.356667,3.828018
20.358333,3.834393
20.36,3.839934
20.361667,3.845492
20.363333,3.850895
20.365,3.856741
20.366667,3.859491
20.368333,3.857078
20.37,3.852997
20.371667,3.846468
20.373333,3.837382
20.375,3.828456
20.376667,3.822508
20.378333,3.819617
20.38,3.820087
20.381667,3.824579
20.383333,3.828377
20.385,3.833256
20.386667,3.839918
20.388333,3.845568
20.39,3.849773
20.391667,3.85105
20.393333,3.854359
20.395,3.855894
20.396667,3.858062
20.398333,3.861092
20.4,3.862264
20.401667,3.865153
20.403333,3.867049
20.405,3.86682
20.406667,3.866772
20.408333,3.867026
20.41,3.870292
20.411667,3.876941
20.413333,3.888679
20.415,3.900937
20.416667,3.912611
20.418333,3.926075
20.42,3.942117
20.421667,3.959086
20.423333,3.977471
20.425,3.999412
20.426667,4.024679
20.428333,4.053933
20.43,4.082079
20.431667,4.106088
20.433333,4.126634
20.435,4.145406
20.436667,4.163163
20.438333,4.176979
20.44,4.187475
20.441667,4.196888
20.443333,4.209163
20.445,4.219072
20.446667,4.226639
20.448333,4.233634
20.45,4.245332
20.451667,4.265926
20.453333,4.297987
20.455,4.348452
20.456667,4.43012
20.458333,4.554852
20.46,4.735506
20.461667,4.990014
20.463333,5.342836
20.465,5.778342
20.466667,6.273042
20.468333,6.802449
20.47,7.323381
20.471667,7.763093
20.473333,8.055523
20.475,8.151528
20.476667,8.048263
20.478333,7.767585
20.48,7.347398
20.481667,6.825835
20.483333,6.265243
20.485,5.736741
20.486667,5.286291
20.488333,4.92565
20.49,4.667205
20.491667,4.515817
20.493333,4.470397
20.495,4.519068
20.496667,4.651144
20.498333,4.863665
20.5,5.139419
20.501667,5.438018
20.503333,5.729849
20.505,5.992957
20.506667,6.202957
20.508333,6.342878
20.51,6.418483
20.511667,6.476044
20.513333,6.576642
20.515,6.87045
20.516667,7.548698
20.518333,8.850513
20.52,11.155756
20.521667,14.657102
20.523333,19.602959
20.525,26.259615
20.526667,34.472523
20.528333,44.342281
20.53,56.251461
20.531667,70.470337
20.533333,88.007164
20.535,108.150627
20.536667,129.397873
20.538333,149.794586
20.54,168.143158
20.541667,182.875671
20.543333,190.587814
20.545,190.899841
20.546667,185.114548
20.548333,168.851532
20.55,145.861343
20.551667,118.190048
20.553333,88.821609
20.555,61.047729
20.556667,38.159588
20.558333,21.751558
20.56,11.680994
20.561667,6.995513
20.563333,5.487606
20.565,5.177556
20.566667,5.043391
20.568333,4.89864
20.57,4.743949
20.571667,4.583602
20.573333,4.45074
20.575,4.353315
20.576667,4.288048
20.578333,4.247552
20.58,4.226562
20.581667,4.214652
20.583333,4.209505
20.585,4.2093
20.586667,4.210408
20.588333,4.212481
20.59,4.217319
20.591667,4.225406
20.593333,4.236642
20.595,4.249198
20.596667,4.263271
20.598333,4.27903
20.6,4.295775
20.601667,4.313817
20.603333,4.327738
20.605,4.338395
20.606667,4.350285
20.608333,4.360234
20.61,4.364834
20.611667,4.367488
20.613333,4.369718
20.615,4.369858
20.616667,4.364897
20.618333,4.357256
20.62,4.34493
20.621667,4.32894
20.623333,4.317993
20.625,4.308593
20.626667,4.299019
20.628333,4.294008
20.63,4.29323
20.631667,4.296169
20.633333,4.302521
20.635,4.316661
20.636667,4.333728
20.638333,4.352812
20.64,4.373172
20.641667,4.390625
20.643333,4.40559
20.645,4.413601
20.646667,4.412673
20.648333,4.405426
20.65,4.395179
20.651667,4.386655
20.653333,4.380706
20.655,4.376497
20.656667,4.370573
20.658333,4.366035
20.66,4.362832
20.661667,4.353263
20.663333,4.336529
20.665,4.318741
20.666667,4.302401
20.668333,4.289572
20.67,4.283691
20.671667,4.284713
20.673333,4.289924
20.675,4.296117
20.676667,4.300174
20.678333,4.302134
20.68,4.304109
20.681667,4.306005
20.683333,4.30485
20.685,4.29834
20.686667,4.286133
20.688333,4.271772
20.69,4.253249
20.691667,4.227149
20.693333,4.197034
20.695,4.171713
20.696667,4.152205
20.698333,4.138772
20.7,4.131681
20.701667,4.127671
20.703333,4.124939
20.705,4.125739
20.706667,4.13126
20.708333,4.137336
20.71,4.145541
20.711667,4.153585
20.713333,4.161296
20.715,4.169288
20.716667,4.176902
20.718333,4.180052
20.72,4.181088
20.721667,4.180869
20.723333,4.184422
20.725,4.188733
20.726667,4.195127
20.728333,4.196634
20.73,4.200262
20.731667,4.203842
20.733333,4.206673
20.735,4.208983
20.736667,4.21218
20.738333,4.219223
20.74,4.23085
20.741667,4.246125
20.743333,4.262606
20.745,4.275472
20.746667,4.288254
20.748333,4.297153
20.75,4.302506
20.751667,4.303325
20.753333,4.300985
20.755,4.30153
20.756667,4.303035
20.758333,4.30281
20.76,4.301735
20.761667,4.301586
20.763333,4.304319
20.765,4.309136
20.766667,4.311244
20.768333,4.309915
20.77,4.305191
20.771667,4.297093
20.773333,4.286405
20.775,4.269304
20.776667,4.251899
20.778333,4.240397
20.78,4.234247
20.781667,4.234051
20.783333,4.23883
20.785,4.250839
20.786667,4.266589
20.788333,4.280699
20.79,4.295421
20.791667,4.30889
20.793333,4.318116
20.795,4.32626
20.796667,4.327773
20.798333,4.323905
20.8,4.316273
20.801667,4.305491
20.803333,4.289654
20.805,4.270637
20.806667,4.254141
20.808333,4.240659
20.81,4.225517
20.811667,4.214993
20.813333,4.205801
20.815,4.19932
20.816667,4.196385
20.818333,4.193591
20.82,4.190434
20.821667,4.193357
20.823333,4.19852
20.825,4.202796
20.826667,4.206832
20.828333,4.213248
20.83,4.218893
20.831667,4.225429
20.833333,4.231731
20.835,4.235981
20.836667,4.24019
20.838333,4.24702
20.84,4.251559
20.841667,4.255402
20.843333,4.257406
20.845,4.258646
20.846667,4.256171
20.848333,4.252383
20.85,4.250548
20.851667,4.263408
20.853333,4.266314
20.855,4.30332
20.856667,4.372027
20.858333,4.486738
20.86,4.658172
20.861667,4.904864
20.863333,5.217801
20.865,5.576935
20.866667,5.962163
20.868333,6.339501
20.87,6.674328
20.871667,6.916442
20.873333,7.033155
20.875,7.006957
20.876667,6.855126
20.878333,6.605169
20.88,6.28011
20.881667,5.916347
20.883333,5.554582
20.885,5.223138
20.886667,4.947858
20.888333,4.729507
20.89,4.56667
20.891667,4.451317
20.893333,4.383432
20.895,4.345025
20.896667,4.324017
20.898333,4.312572
20.9,4.302262
20.901667,4.292519
20.903333,4.283852
20.905,4.280567
20.906667,4.280953
20.908333,4.284195
20.91,4.289414
20.911667,4.294699
20.913333,4.296915
20.915,4.296775
20.916667,4.295497
20.918333,4.297376
20.92,4.302571
20.921667,4.316878
20.923333,4.339491
20.925,4.372077
20.926667,4.41533
20.928333,4.470278
20.93,4.527118
20.931667,4.588359
20.933333,4.651081
20.935,4.708307
20.936667,4.754536
20.938333,4.793279
20.94,4.818996
20.941667,4.819344
20.943333,4.828139
20.945,4.814701
20.946667,4.792799
20.948333,4.770753
20.95,4.750538
20.951667,4.732997
20.953333,4.733918
20.955,4.734164
20.956667,4.760482
20.958333,4.814664
20.96,4.901504
20.961667,5.032447
20.963333,5.213522
20.965,5.443456
20.966667,5.725991
20.968333,6.038166
20.97,6.351589
20.971667,6.637429
20.973333,6.86216
20.975,6.991038
20.976667,7.003564
20.978333,6.894886
20.98,6.672548
20.981667,6.366924
20.983333,6.01627
20.985,5.654149
20.986667,5.32272
20.988333,5.056621
20.99,4.86998
20.991667,4.76962
20.993333,4.766173
20.995,4.854692
20.996667,5.026257
20.998333,5.278458
21,5.591094
21.001667,5.948563
21.003333,6.331164
21.005,6.695001
21.006667,6.999929
21.008333,7.202694
21.01,7.281837
21.011667,7.254837
21.013333,7.173131
21.015,7.184635
21.016667,7.450354
21.018333,8.086575
21.02,9.346361
21.021667,11.631828
21.023333,15.210113
21.025,20.113867
21.026667,26.511433
21.028333,34.814175
21.03,45.335804
21.031667,58.001328
21.033333,71.921638
21.035,86.818184
21.036667,102.830505
21.038333,120.111572
21.04,138.001434
21.041667,154.055267
21.043333,167.793472
21.045,178.472595
21.046667,183.042404
21.048333,179.257309
21.05,165.755722
21.051667,144.190567
21.053333,117.605209
21.055,89.689972
21.056667,63.477081
21.058333,40.878605
21.06,24.771196
21.061667,15.348076
21.063333,10.248522
21.065,7.952302
21.066667,6.891132
21.068333,6.409503
21.07,6.098869
21.071667,5.862526
21.073333,5.630311
21.075,5.428331
21.076667,5.270924
21.078333,5.147895
21.08,5.043953
21.081667,4.953247
21.083333,4.876154
21.085,4.80369
21.086667,4.734349
21.088333,4.668331
21.09,4.614856
21.091667,4.576544
21.093333,4.553135
21.095,4.544295
21.096667,4.546936
21.098333,4.559437
21.1,4.573946
21.101667,4.58604
21.103333,4.598216
21.105,4.603079
21.106667,4.60493
21.108333,4.598979
21.11,4.586193
21.111667,4.573167
21.113333,4.564036
21.115,4.559411
21.116667,4.556542
21.118333,4.556458
21.12,4.556468
21.121667,4.551888
21.123333,4.543876
21.125,4.530325
21.126667,4.510975
21.128333,4.488538
21.13,4.466588
21.131667,4.44319
21.133333,4.41963
21.135,4.397791
21.136667,4.377367
21.138333,4.361711
21.14,4.354611
21.141667,4.35598
21.143333,4.362624
21.145,4.373195
21.146667,4.38682
21.148333,4.39906
21.15,4.405961
21.151667,4.408963
21.153333,4.405351
21.155,4.396238
21.156667,4.381865
21.158333,4.363578
21.16,4.345875
21.161667,4.32956
21.163333,4.317899
21.165,4.31309
21.166667,4.316136
21.168333,4.335943
21.17,4.371368
21.171667,4.426675
21.173333,4.500815
21.175,4.588734
21.176667,4.683292
21.178333,4.778268
21.18,4.860758
21.181667,4.919836
21.183333,4.953345
21.185,4.955101
21.186667,4.928123
21.188333,4.878393
21.19,4.808078
21.191667,4.724989
21.193333,4.635138
21.195,4.550661
21.196667,4.473461
21.198333,4.409467
21.2,4.360707
21.201667,4.32785
21.203333,4.308799
21.205,4.301656
21.206667,4.297894
21.208333,4.297118
21.21,4.296818
21.211667,4.294787
21.213333,4.293397
21.215,4.29095
21.216667,4.288627
21.218333,4.286954
21.22,4.282679
21.221667,4.278518
21.223333,4.273036
21.225,4.26827
21.226667,4.26431
21.228333,4.258948
21.23,4.256085
21.231667,4.252569
21.233333,4.250496
21.235,4.247622
21.236667,4.243972
21.238333,4.240482
21.24,4.238331
21.241667,4.236579
21.243333,4.233236
21.245,4.228411
21.246667,4.225258
21.248333,4.22213
21.25,4.221272
21.251667,4.221632
21.253333,4.224683
21.255,4.228478
21.256667,4.232473
21.258333,4.236787
21.26,4.239655
21.261667,4.241966
21.263333,4.245981
21.265,4.249891
21.266667,4.255045
21.268333,4.258976
21.27,4.262464
21.271667,4.265935
21.273333,4.266638
21.275,4.268038
21.276667,4.269106
21.278333,4.272144
21.28,4.276746
21.281667,4.281998
21.283333,4.287557
21.285,4.291427
21.286667,4.29561
21.288333,4.299645
21.29,4.301307
21.291667,4.301673
21.293333,4.301105
21.295,4.300573
21.296667,4.300227
21.298333,4.299741
21.3,4.300628
21.301667,4.30112
21.303333,4.30303
21.305,4.304029
21.306667,4.305891
21.308333,4.307375
21.31,4.308372
21.311667,4.309624
21.313333,4.312268
21.315,4.314882
21.316667,4.319436
21.318333,4.321866
21.32,4.324827
21.321667,4.327155
21.323333,4.329375
21.325,4.331224
21.326667,4.332355
21.328333,4.332991
21.33,4.333436
21.331667,4.333075
21.333333,4.332465
21.335,4.328369
21.336667,4.323342
21.338333,4.31751
21.34,4.312164
21.341667,4.308604
21.343333,4.307583
21.345,4.310234
21.346667,4.318532
21.348333,4.333201
21.35,4.352338
21.351667,4.37846
21.353333,4.410238
21.355,4.447875
21.356667,4.48884
21.358333,4.533624
21.36,4.578961
21.361667,4.621797
21.363333,4.656188
21.365,4.680351
21.366667,4.691606
21.368333,4.696947
21.37,4.69728
21.371667,4.709085
21.373333,4.750261
21.375,4.852356
21.376667,5.039032
21.378333,5.353229
21.38,5.833837
21.381667,6.506701
21.383333,7.41183
21.385,8.484905
21.386667,9.669344
21.388333,10.893963
21.39,12.073508
21.391667,13.067119
21.393333,13.759105
21.395,14.083706
21.396667,14.020373
21.398333,13.600635
21.4,12.879255
21.401667,11.896202
21.403333,10.767695
21.405,9.61217
21.406667,8.520935
21.408333,7.529879
21.41,6.686059
21.411667,6.009575
21.413333,5.502534
21.415,5.151927
21.416667,4.909197
21.418333,4.753025
21.42,4.650459
21.421667,4.58408
21.423333,4.53525
21.425,4.4999
21.426667,4.473194
21.428333,4.452866
21.43,4.437229
21.431667,4.428284
21.433333,4.422352
21.435,4.417912
21.436667,4.415739
21.438333,4.417562
21.44,4.420561
21.441667,4.426589
21.443333,4.432062
21.445,4.440262
21.446667,4.449998
21.448333,4.460271
21.45,4.470239
21.451667,4.477086
21.453333,4.483538
21.455,4.49086
21.456667,4.498208
21.458333,4.510031
21.46,4.52131
21.461667,4.530521
21.463333,4.537381
21.465,4.54222
21.466667,4.544775
21.468333,4.542576
21.47,4.539025
21.471667,4.53256
21.473333,4.525797
21.475,4.518933
21.476667,4.510352
21.478333,4.498258
21.48,4.486761
21.481667,4.478202
21.483333,4.47209
21.485,4.467329
21.486667,4.468152
21.488333,4.46796
21.49,4.470241
21.491667,4.473737
21.493333,4.477845
21.495,4.480839
21.496667,4.484319
21.498333,4.48627
21.5,4.48715
21.501667,4.48764
21.503333,4.489168
21.505,4.489675
21.506667,4.488204
21.508333,4.486013
21.51,4.482832
21.511667,4.479043
21.513333,4.475051
21.515,4.469364
21.516667,4.465768
21.518333,4.462587
21.52,4.461525
21.521667,4.462619
21.523333,4.461427
21.525,4.460665
21.526667,4.461005
21.528333,4.46202
21.53,4.464647
21.531667,4.466982
21.533333,4.468746
21.535,4.470326
21.536667,4.473483
21.538333,4.478306
21.54,4.48343
21.541667,4.48948
21.543333,4.498017
21.545,4.506161
21.546667,4.515279
21.548333,4.52232
21.55,4.529071
21.551667,4.536811
21.553333,4.540973
21.555,4.54462
21.556667,4.545691
21.558333,4.543773
21.56,4.54101
21.561667,4.534813
21.563333,4.5288
21.565,4.524766
21.566667,4.52313
21.568333,4.521413
21.57,4.518433
21.571667,4.517714
21.573333,4.516721
21.575,4.516144
21.576667,4.516387
21.578333,4.519491
21.58,4.529262
21.581667,4.547114
21.583333,4.571422
21.585,4.603793
21.586667,4.647009
21.588333,4.697136
21.59,4.745889
21.591667,4.791809
21.593333,4.832453
21.595,4.867758
21.596667,4.897223
21.598333,4.920132
21.6,4.933587
21.601667,4.938073
21.603333,4.932893
21.605,4.913858
21.606667,4.882434
21.608333,4.845259
21.61,4.809103
21.611667,4.778474
21.613333,4.764102
21.615,4.76733
21.616667,4.785931
21.618333,4.814694
21.62,4.850274
21.621667,4.885914
21.623333,4.912187
21.625,4.926503
21.626667,4.930363
21.628333,4.923837
21.63,4.911651
21.631667,4.890411
21.633333,4.864651
21.635,4.834611
21.636667,4.801121
21.638333,4.766365
21.64,4.726549
21.641667,4.687398
21.643333,4.652486
21.645,4.623115
21.646667,4.597163
21.648333,4.574731
21.65,4.557691
21.651667,4.545042
21.653333,4.537842
21.655,4.536325
21.656667,4.535127
21.658333,4.535235
21.66,4.536507
21.661667,4.539235
21.663333,4.54008
21.665,4.540226
21.666667,4.538212
21.668333,4.536769
21.67,4.539239
21.671667,4.539197
21.673333,4.53643
21.675,4.53437
21.676667,4.530403
21.678333,4.527383
21.68,4.521889
21.681667,4.515838
21.683333,4.509807
21.685,4.504547
21.686667,4.501711
21.688333,4.497881
21.69,4.494791
21.691667,4.491585
21.693333,4.488291
21.695,4.486664
21.696667,4.487203
21.698333,4.488361
21.7,4.487504
21.701667,4.486408
21.703333,4.484454
21.705,4.481587
21.706667,4.47886
21.708333,4.476154
21.71,4.477543
21.711667,4.480843
21.713333,4.485588
21.715,4.487259
21.716667,4.488327
21.718333,4.48549
21.72,4.479714
21.721667,4.475418
21.723333,4.472143
21.725,4.469808
21.726667,4.470315
21.728333,4.472517
21.73,4.473348
21.731667,4.476345
21.733333,4.478484
21.735,4.475781
21.736667,4.47475
21.738333,4.475825
21.74,4.473528
21.741667,4.472322
21.743333,4.471592
