Time (min),Value (pA)
17.743333,3.347557
17.745,3.346603
17.746667,3.344264
17.748333,3.341361
17.75,3.337565
17.751667,3.33272
17.753333,3.326301
17.755,3.320434
17.756667,3.314133
17.758333,3.306205
17.76,3.298488
17.761667,3.291707
17.763333,3.288326
17.765,3.286898
17.766667,3.288789
17.768333,3.291229
17.77,3.295686
17.771667,3.300314
17.773333,3.305185
17.775,3.308268
17.776667,3.311822
17.778333,3.313632
17.78,3.314993
17.781667,3.31377
17.783333,3.311403
17.785,3.306064
17.786667,3.298041
17.788333,3.289706
17.79,3.281125
17.791667,3.273649
17.793333,3.269452
17.795,3.264886
17.796667,3.261505
17.798333,3.259111
17.8,3.258063
17.801667,3.257251
17.803333,3.256989
17.805,3.25928
17.806667,3.262385
17.808333,3.265056
17.81,3.268279
17.811667,3.269849
17.813333,3.270095
17.815,3.26996
17.816667,3.270586
17.818333,3.272546
17.82,3.275733
17.821667,3.277776
17.823333,3.28299
17.825,3.286405
17.826667,3.290174
17.828333,3.293516
17.83,3.293088
17.831667,3.290946
17.833333,3.288867
17.835,3.28713
17.836667,3.283599
17.838333,3.278525
17.84,3.277
17.841667,3.274605
17.843333,3.273733
17.845,3.274167
17.846667,3.274718
17.848333,3.276717
17.85,3.279573
17.851667,3.283736
17.853333,3.287104
17.855,3.289598
17.856667,3.292177
17.858333,3.291381
17.86,3.290072
17.861667,3.286026
17.863333,3.281465
17.865,3.275641
17.866667,3.269309
17.868333,3.262975
17.87,3.257144
17.871667,3.251648
17.873333,3.247231
17.875,3.243545
17.876667,3.242226
17.878333,3.242101
17.88,3.245664
17.881667,3.249249
17.883333,3.253168
17.885,3.257605
17.886667,3.262519
17.888333,3.266451
17.89,3.26934
17.891667,3.272706
17.893333,3.277082
17.895,3.283417
17.896667,3.292484
17.898333,3.303065
17.9,3.31458
17.901667,3.327933
17.903333,3.340857
17.905,3.35279
17.906667,3.360806
17.908333,3.365714
17.91,3.367675
17.911667,3.365405
17.913333,3.360881
17.915,3.353841
17.916667,3.342777
17.918333,3.330391
17.92,3.317356
17.921667,3.306351
17.923333,3.296418
17.925,3.289011
17.926667,3.284164
17.928333,3.281105
17.93,3.278848
17.931667,3.275646
17.933333,3.272759
17.935,3.270598
17.936667,3.269421
17.938333,3.26872
17.94,3.268234
17.941667,3.269157
17.943333,3.269949
17.945,3.269806
17.946667,3.268066
17.948333,3.264969
17.95,3.264137
17.951667,3.262965
17.953333,3.260253
17.955,3.258076
17.956667,3.258254
17.958333,3.259741
17.96,3.260559
17.961667,3.260551
17.963333,3.26129
17.965,3.261706
17.966667,3.263018
17.968333,3.263311
17.97,3.263388
17.971667,3.266153
17.973333,3.268778
17.975,3.272099
17.976667,3.275615
17.978333,3.279642
17.98,3.282904
17.981667,3.286474
17.983333,3.291927
17.985,3.299818
17.986667,3.309535
17.988333,3.322498
17.99,3.336226
17.991667,3.35485
17.993333,3.376442
17.995,3.399262
17.996667,3.421412
17.998333,3.442461
18,3.460553
18.001667,3.473987
18.003333,3.480437
18.005,3.480527
18.006667,3.472012
18.008333,3.459174
18.01,3.442283
18.011667,3.422529
18.013333,3.402799
18.015,3.384176
18.016667,3.368828
18.018333,3.358717
18.02,3.354958
18.021667,3.357982
18.023333,3.367926
18.025,3.38678
18.026667,3.4124
18.028333,3.442335
18.03,3.475912
18.031667,3.50826
18.033333,3.535292
18.035,3.552775
18.036667,3.560065
18.038333,3.555811
18.04,3.543646
18.041667,3.524762
18.043333,3.501184
18.045,3.475929
18.046667,3.453507
18.048333,3.432782
18.05,3.414174
18.051667,3.397887
18.053333,3.383921
18.055,3.371929
18.056667,3.363324
18.058333,3.355373
18.06,3.349057
18.061667,3.344959
18.063333,3.342008
18.065,3.340915
18.066667,3.341587
18.068333,3.342473
18.07,3.346812
18.071667,3.352719
18.073333,3.36124
18.075,3.371364
18.076667,3.382854
18.078333,3.395321
18.08,3.407749
18.081667,3.419036
18.083333,3.426851
18.085,3.43082
18.086667,3.435693
18.088333,3.438011
18.09,3.438179
18.091667,3.437042
18.093333,3.435122
18.095,3.433074
18.096667,3.428635
18.098333,3.421326
18.1,3.411503
18.101667,3.401557
18.103333,3.394699
18.105,3.388366
18.106667,3.383121
18.108333,3.379276
18.11,3.377709
18.111667,3.377809
18.113333,3.378004
18.115,3.379402
18.116667,3.380802
18.118333,3.384798
18.12,3.392423
18.121667,3.40144
18.123333,3.411233
18.125,3.422198
18.126667,3.435075
18.128333,3.448248
18.13,3.461357
18.131667,3.470134
18.133333,3.473899
18.135,3.471786
18.136667,3.465302
18.138333,3.453691
18.14,3.437845
18.141667,3.423269
18.143333,3.410876
18.145,3.40283
18.146667,3.399529
18.148333,3.399872
18.15,3.402758
18.151667,3.406723
18.153333,3.412678
18.155,3.418885
18.156667,3.424859
18.158333,3.430912
18.16,3.436453
18.161667,3.442715
18.163333,3.449501
18.165,3.458168
18.166667,3.465924
18.168333,3.476683
18.17,3.490369
18.171667,3.505387
18.173333,3.518518
18.175,3.527113
18.176667,3.531731
18.178333,3.53266
18.18,3.527342
18.181667,3.516888
18.183333,3.502672
18.185,3.488425
18.186667,3.473841
18.188333,3.460193
18.19,3.447774
18.191667,3.437
18.193333,3.430833
18.195,3.43136
18.196667,3.435502
18.198333,3.444254
18.2,3.456839
18.201667,3.469761
18.203333,3.48147
18.205,3.493337
18.206667,3.502291
18.208333,3.508675
18.21,3.51324
18.211667,3.516893
18.213333,3.518867
18.215,3.522272
18.216667,3.524653
18.218333,3.527029
18.22,3.529368
18.221667,3.532148
18.223333,3.534827
18.225,3.536628
18.226667,3.536763
18.228333,3.5376
18.23,3.537915
18.231667,3.541247
18.233333,3.542608
18.235,3.543713
18.236667,3.540884
18.238333,3.534074
18.24,3.525368
18.241667,3.512451
18.243333,3.500714
18.245,3.490807
18.246667,3.481457
18.248333,3.476485
18.25,3.473998
18.251667,3.473742
18.253333,3.473009
18.255,3.473953
18.256667,3.478876
18.258333,3.483739
18.26,3.491024
18.261667,3.497993
18.263333,3.506454
18.265,3.516698
18.266667,3.52457
18.268333,3.530943
18.27,3.535061
18.271667,3.538406
18.273333,3.541013
18.275,3.543229
18.276667,3.544963
18.278333,3.545287
18.28,3.547089
18.281667,3.546979
18.283333,3.544319
18.285,3.541609
18.286667,3.537848
18.288333,3.5347
18.29,3.53465
18.291667,3.540598
18.293333,3.547813
18.295,3.555361
18.296667,3.565113
18.298333,3.569452
18.3,3.571355
18.301667,3.568287
18.303333,3.562044
18.305,3.552902
18.306667,3.543048
18.308333,3.533889
18.31,3.524405
18.311667,3.517802
18.313333,3.513361
18.315,3.509487
18.316667,3.511084
18.318333,3.517992
18.32,3.527756
18.321667,3.539495
18.323333,3.55228
18.325,3.565297
18.326667,3.575358
18.328333,3.585642
18.33,3.592899
18.331667,3.599657
18.333333,3.606699
18.335,3.612542
18.336667,3.614083
18.338333,3.615225
18.34,3.615653
18.341667,3.614372
18.343333,3.610859
18.345,3.607132
18.346667,3.603132
18.348333,3.596629
18.35,3.587526
18.351667,3.57394
18.353333,3.555572
18.355,3.537592
18.356667,3.520664
18.358333,3.505534
18.36,3.493206
18.361667,3.489374
18.363333,3.48419
18.365,3.486198
18.366667,3.494228
18.368333,3.504501
18.37,3.513617
18.371667,3.523525
18.373333,3.532736
18.375,3.542527
18.376667,3.550601
18.378333,3.557166
18.38,3.56443
18.381667,3.571027
18.383333,3.576564
18.385,3.576482
18.386667,3.575403
18.388333,3.566916
18.39,3.558839
18.391667,3.551987
18.393333,3.544369
18.395,3.536596
18.396667,3.52885
18.398333,3.520921
18.4,3.514402
18.401667,3.507046
18.403333,3.5
18.405,3.493301
18.406667,3.491621
18.408333,3.491351
18.41,3.492274
18.411667,3.493982
18.413333,3.495727
18.415,3.49662
18.416667,3.499639
18.418333,3.504482
18.42,3.510359
18.421667,3.516516
18.423333,3.521636
18.425,3.524012
18.426667,3.527033
18.428333,3.527901
18.43,3.526144
18.431667,3.522158
18.433333,3.518701
18.435,3.516705
18.436667,3.515394
18.438333,3.512984
18.44,3.510923
18.441667,3.511042
18.443333,3.514749
18.445,3.518635
18.446667,3.52452
18.448333,3.53085
18.45,3.536615
18.451667,3.540309
18.453333,3.541145
18.455,3.53741
18.456667,3.531667
18.458333,3.52469
18.46,3.517264
18.461667,3.509831
18.463333,3.504954
18.465,3.498876
18.466667,3.491544
18.468333,3.483523
18.47,3.475794
18.471667,3.46811
18.473333,3.460683
18.475,3.454423
18.476667,3.448633
18.478333,3.444856
18.48,3.444514
18.481667,3.445565
18.483333,3.449124
18.485,3.455434
18.486667,3.465809
18.488333,3.480412
18.49,3.498287
18.491667,3.517952
18.493333,3.540996
18.495,3.567458
18.496667,3.59675
18.498333,3.626258
18.5,3.651097
18.501667,3.669552
18.503333,3.680587
18.505,3.683708
18.506667,3.678306
18.508333,3.665473
18.51,3.649946
18.511667,3.630961
18.513333,3.614376
18.515,3.599848
18.516667,3.585661
18.518333,3.570244
18.52,3.556439
18.521667,3.542615
18.523333,3.527694
18.525,3.513373
18.526667,3.499037
18.528333,3.486634
18.53,3.479326
18.531667,3.475241
18.533333,3.474592
18.535,3.474356
18.536667,3.479226
18.538333,3.485945
18.54,3.493331
18.541667,3.504287
18.543333,3.515792
18.545,3.530071
18.546667,3.547879
18.548333,3.568048
18.55,3.589241
18.551667,3.610323
18.553333,3.629019
18.555,3.64581
18.556667,3.656289
18.558333,3.662814
18.56,3.662174
18.561667,3.657176
18.563333,3.646991
18.565,3.629932
18.566667,3.609382
18.568333,3.587198
18.57,3.562043
18.571667,3.538475
18.573333,3.514389
18.575,3.494621
18.576667,3.478358
18.578333,3.466972
18.58,3.458433
18.581667,3.450819
18.583333,3.44723
18.585,3.445447
18.586667,3.442878
18.588333,3.440619
18.59,3.438609
18.591667,3.437791
18.593333,3.436324
18.595,3.435003
18.596667,3.43562
18.598333,3.438496
18.6,3.442224
18.601667,3.445425
18.603333,3.445566
18.605,3.445667
18.606667,3.445562
18.608333,3.444231
18.61,3.44118
18.611667,3.438239
18.613333,3.435667
18.615,3.433546
18.616667,3.430401
18.618333,3.426116
18.62,3.421434
18.621667,3.41964
18.623333,3.418391
18.625,3.417929
18.626667,3.418715
18.628333,3.420924
18.63,3.422174
18.631667,3.421607
18.633333,3.420638
18.635,3.419286
18.636667,3.419786
18.638333,3.420677
18.64,3.417716
18.641667,3.414967
18.643333,3.411988
18.645,3.408441
18.646667,3.404582
18.648333,3.398746
18.65,3.39447
18.651667,3.392593
18.653333,3.392879
18.655,3.39236
18.656667,3.391023
18.658333,3.393541
18.66,3.396103
18.661667,3.397738
18.663333,3.398764
18.665,3.396678
18.666667,3.396194
18.668333,3.394296
18.67,3.390014
18.671667,3.385762
18.673333,3.38184
18.675,3.378545
18.676667,3.375366
18.678333,3.37281
18.68,3.371843
18.681667,3.370611
18.683333,3.371807
18.685,3.373975
18.686667,3.375804
18.688333,3.380008
18.69,3.383861
18.691667,3.386098
18.693333,3.389101
18.695,3.391806
18.696667,3.395316
18.698333,3.39567
18.7,3.397614
18.701667,3.401578
18.703333,3.404061
18.705,3.406386
18.706667,3.410359
18.708333,3.414064
18.71,3.41798
18.711667,3.422589
18.713333,3.426198
18.715,3.426205
18.716667,3.425169
18.718333,3.421857
18.72,3.416985
18.721667,3.410905
18.723333,3.407537
18.725,3.406355
18.726667,3.405973
18.728333,3.407895
18.73,3.409492
18.731667,3.410185
18.733333,3.410348
18.735,3.409829
18.736667,3.409687
18.738333,3.408367
18.74,3.408156
18.741667,3.407614
18.743333,3.406397
18.745,3.40448
18.746667,3.40102
18.748333,3.397768
18.75,3.394397
18.751667,3.390863
18.753333,3.386743
18.755,3.383143
18.756667,3.38086
18.758333,3.378016
18.76,3.375946
18.761667,3.372311
18.763333,3.369414
18.765,3.369019
18.766667,3.367945
18.768333,3.36745
18.77,3.367754
18.771667,3.371233
18.773333,3.375793
18.775,3.37769
18.776667,3.379413
18.778333,3.379981
18.78,3.380466
18.781667,3.379824
18.783333,3.376803
18.785,3.373306
18.786667,3.369126
18.788333,3.365705
18.79,3.361591
18.791667,3.356987
18.793333,3.35373
18.795,3.351711
18.796667,3.350641
18.798333,3.34958
18.8,3.348818
18.801667,3.3483
18.803333,3.348013
18.805,3.347263
18.806667,3.347205
18.808333,3.349437
18.81,3.352214
18.811667,3.356229
18.813333,3.359983
18.815,3.362815
18.816667,3.364648
18.818333,3.367361
18.82,3.370796
18.821667,3.372006
18.823333,3.374116
18.825,3.376443
18.826667,3.377307
18.828333,3.378894
18.83,3.378665
18.831667,3.376512
18.833333,3.373953
18.835,3.372711
18.836667,3.373318
18.838333,3.3746
18.84,3.37907
18.841667,3.38834
18.843333,3.403684
18.845,3.42597
18.846667,3.453029
18.848333,3.485067
18.85,3.52143
18.851667,3.559766
18.853333,3.596417
18.855,3.625059
18.856667,3.64322
18.858333,3.651094
18.86,3.647255
18.861667,3.632359
18.863333,3.612329
18.865,3.589305
18.866667,3.565926
18.868333,3.545022
18.87,3.526299
18.871667,3.510418
18.873333,3.497047
18.875,3.486642
18.876667,3.479212
18.878333,3.477842
18.88,3.476433
18.881667,3.480308
18.883333,3.488267
18.885,3.497885
18.886667,3.510521
18.888333,3.524685
18.89,3.536848
18.891667,3.547371
18.893333,3.553787
18.895,3.554057
18.896667,3.547463
18.898333,3.536436
18.9,3.52069
18.901667,3.502959
18.903333,3.487268
18.905,3.473389
18.906667,3.461103
18.908333,3.453959
18.91,3.449539
18.911667,3.44596
18.913333,3.443234
18.915,3.440729
18.916667,3.438805
18.918333,3.436958
18.92,3.43413
18.921667,3.430153
18.923333,3.425275
18.925,3.420817
18.926667,3.415766
18.928333,3.41088
18.93,3.40875
18.931667,3.406869
18.933333,3.405757
18.935,3.40533
18.936667,3.403945
18.938333,3.403323
18.94,3.403952
18.941667,3.404015
18.943333,3.404687
18.945,3.406577
18.946667,3.409224
18.948333,3.410591
18.95,3.411121
18.951667,3.411333
18.953333,3.410665
18.955,3.409953
18.956667,3.410587
18.958333,3.41272
18.96,3.416519
18.961667,3.420053
18.963333,3.424419
18.965,3.427458
18.966667,3.430108
18.968333,3.432496
18.97,3.432542
18.971667,3.432317
18.973333,3.432837
18.975,3.432145
18.976667,3.430928
18.978333,3.431327
18.98,3.433532
18.981667,3.436226
18.983333,3.440262
18.985,3.444659
18.986667,3.449641
18.988333,3.456734
18.99,3.462535
18.991667,3.468653
18.993333,3.477205
18.995,3.488403
18.996667,3.498842
18.998333,3.509775
19,3.518198
19.001667,3.523391
19.003333,3.526069
19.005,3.526522
19.006667,3.523311
19.008333,3.518838
19.01,3.513418
19.011667,3.507675
19.013333,3.500583
19.015,3.494014
19.016667,3.487399
19.018333,3.481564
19.02,3.480186
19.021667,3.482353
19.023333,3.486805
19.025,3.493856
19.026667,3.502305
19.028333,3.511047
19.03,3.519129
19.031667,3.525729
19.033333,3.531879
19.035,3.538489
19.036667,3.546136
19.038333,3.550973
19.04,3.557417
19.041667,3.564179
19.043333,3.568955
19.045,3.572541
19.046667,3.576139
19.048333,3.578344
19.05,3.579149
19.051667,3.577142
19.053333,3.571345
19.055,3.564217
19.056667,3.557372
19.058333,3.549959
19.06,3.545541
19.061667,3.543267
19.063333,3.543159
19.065,3.547275
19.066667,3.55354
19.068333,3.562261
19.07,3.573608
19.071667,3.586278
19.073333,3.59723
19.075,3.60991
19.076667,3.627853
19.078333,3.646648
19.08,3.664336
19.081667,3.683783
19.083333,3.700854
19.085,3.713331
19.086667,3.720146
19.088333,3.718551
19.09,3.708211
19.091667,3.694123
19.093333,3.677893
19.095,3.659204
19.096667,3.641944
19.098333,3.626157
19.1,3.611553
19.101667,3.597341
19.103333,3.585798
19.105,3.575958
19.106667,3.566851
19.108333,3.560747
19.11,3.554643
19.111667,3.551874
19.113333,3.553629
19.115,3.556327
19.116667,3.558959
19.118333,3.561581
19.12,3.564329
19.121667,3.567567
19.123333,3.571226
19.125,3.576837
19.126667,3.580065
19.128333,3.584004
19.13,3.587144
19.131667,3.588872
19.133333,3.58705
19.135,3.584546
19.136667,3.582871
19.138333,3.580957
19.14,3.580687
19.141667,3.584573
19.143333,3.588032
19.145,3.594245
19.146667,3.600502
19.148333,3.607124
19.15,3.615996
19.151667,3.626344
19.153333,3.636209
19.155,3.642874
19.156667,3.648141
19.158333,3.651405
19.16,3.65242
19.161667,3.6512
19.163333,3.644864
19.165,3.6385
19.166667,3.635137
19.168333,3.629961
19.17,3.625087
19.171667,3.621812
19.173333,3.619214
19.175,3.618008
19.176667,3.61986
19.178333,3.622205
19.18,3.627591
19.181667,3.635848
19.183333,3.645544
19.185,3.651982
19.186667,3.656245
19.188333,3.658411
19.19,3.657176
19.191667,3.654511
19.193333,3.649518
19.195,3.6458
19.196667,3.64376
19.198333,3.639395
19.2,3.633022
19.201667,3.625504
19.203333,3.616838
19.205,3.607544
19.206667,3.599775
19.208333,3.591175
19.21,3.583718
19.211667,3.580252
19.213333,3.576869
19.215,3.574085
19.216667,3.571363
19.218333,3.571651
19.22,3.574249
19.221667,3.576957
19.223333,3.58189
19.225,3.585871
19.226667,3.590108
19.228333,3.594221
19.23,3.59754
19.231667,3.599191
19.233333,3.599837
19.235,3.599495
19.236667,3.600457
19.238333,3.60154
19.24,3.603805
19.241667,3.60626
19.243333,3.608445
19.245,3.61105
19.246667,3.611697
19.248333,3.610068
19.25,3.609273
19.251667,3.609976
19.253333,3.611891
19.255,3.613082
19.256667,3.614293
19.258333,3.616708
19.26,3.620806
19.261667,3.623903
19.263333,3.62393
19.265,3.622623
19.266667,3.622645
19.268333,3.624062
19.27,3.621884
19.271667,3.616671
19.273333,3.612974
19.275,3.610684
19.276667,3.610296
19.278333,3.610515
19.28,3.609143
19.281667,3.607025
19.283333,3.605843
19.285,3.603683
19.286667,3.600847
19.288333,3.597416
19.29,3.597395
19.291667,3.598631
19.293333,3.600929
19.295,3.604336
19.296667,3.60535
19.298333,3.604914
19.3,3.603885
19.301667,3.601393
19.303333,3.597555
19.305,3.592215
19.306667,3.588092
19.308333,3.585467
19.31,3.582082
19.311667,3.579074
19.313333,3.575291
19.315,3.571067
19.316667,3.568611
19.318333,3.566352
19.32,3.566537
19.321667,3.567871
19.323333,3.569935
19.325,3.575264
19.326667,3.578817
19.328333,3.581403
19.33,3.581515
19.331667,3.579607
19.333333,3.576557
19.335,3.573854
19.336667,3.573568
19.338333,3.572118
19.34,3.569712
19.341667,3.569664
19.343333,3.57016
19.345,3.571926
19.346667,3.575492
19.348333,3.576799
19.35,3.577577
19.351667,3.579434
19.353333,3.58216
19.355,3.585486
19.356667,3.588569
19.358333,3.590498
19.36,3.591297
19.361667,3.59161
19.363333,3.591495
19.365,3.587809
19.366667,3.584369
19.368333,3.581114
19.37,3.578793
19.371667,3.576717
19.373333,3.574483
19.375,3.569644
19.376667,3.566238
19.378333,3.564094
19.38,3.563313
19.381667,3.562983
19.383333,3.564105
19.385,3.566454
19.386667,3.569045
19.388333,3.57047
19.39,3.570743
19.391667,3.569542
19.393333,3.569079
19.395,3.566926
19.396667,3.564801
19.398333,3.560446
19.4,3.557832
19.401667,3.557912
19.403333,3.559445
19.405,3.560915
19.406667,3.560524
19.408333,3.560049
19.41,3.559748
19.411667,3.559419
19.413333,3.558181
19.415,3.554597
19.416667,3.551103
19.418333,3.548353
19.42,3.54598
19.421667,3.543814
19.423333,3.540823
19.425,3.538979
19.426667,3.540133
19.428333,3.542802
19.43,3.545279
19.431667,3.546561
19.433333,3.547232
19.435,3.546523
19.436667,3.546462
19.438333,3.548522
19.44,3.549752
19.441667,3.549379
19.443333,3.549766
19.445,3.54994
19.446667,3.550785
19.448333,3.550236
19.45,3.549674
19.451667,3.547292
19.453333,3.546714
19.455,3.547009
19.456667,3.545399
19.458333,3.540854
19.46,3.536631
19.461667,3.532747
19.463333,3.530783
19.465,3.529557
19.466667,3.529191
19.468333,3.529143
19.47,3.530057
19.471667,3.530417
19.473333,3.52995
19.475,3.528484
19.476667,3.527661
19.478333,3.5289
19.48,3.529472
19.481667,3.530137
19.483333,3.530287
19.485,3.530143
19.486667,3.530448
19.488333,3.531296
19.49,3.532257
19.491667,3.532672
19.493333,3.533042
19.495,3.533628
19.496667,3.532302
19.498333,3.531274
19.5,3.52929
19.501667,3.527419
19.503333,3.527105
19.505,3.527143
19.506667,3.527198
19.508333,3.526945
19.51,3.527137
19.511667,3.526948
19.513333,3.527026
19.515,3.527875
19.516667,3.526877
19.518333,3.527108
19.52,3.527113
19.521667,3.525779
19.523333,3.522079
19.525,3.518226
19.526667,3.515365
19.528333,3.511647
19.53,3.509709
19.531667,3.509368
19.533333,3.507945
19.535,3.50794
19.536667,3.507789
19.538333,3.506814
19.54,3.503322
19.541667,3.50046
19.543333,3.499439
19.545,3.499331
19.546667,3.500705
19.548333,3.502346
19.55,3.503561
19.551667,3.504108
19.553333,3.504781
19.555,3.505002
19.556667,3.504866
19.558333,3.506579
19.56,3.50932
19.561667,3.511505
19.563333,3.51254
19.565,3.513258
19.566667,3.512748
19.568333,3.512531
19.57,3.514569
19.571667,3.520562
19.573333,3.531238
19.575,3.546883
19.576667,3.56522
19.578333,3.586249
19.58,3.606646
19.581667,3.626255
19.583333,3.642075
19.585,3.653785
19.586667,3.660956
19.588333,3.660433
19.59,3.654241
19.591667,3.642838
19.593333,3.627401
19.595,3.609577
19.596667,3.59046
19.598333,3.574412
19.6,3.560933
19.601667,3.55128
19.603333,3.545349
19.605,3.540341
19.606667,3.539954
19.608333,3.540162
19.61,3.53933
19.611667,3.538857
19.613333,3.540345
19.615,3.5422
19.616667,3.545298
19.618333,3.548501
19.62,3.553457
19.621667,3.557165
19.623333,3.561573
19.625,3.565449
19.626667,3.566827
19.628333,3.570091
19.63,3.573228
19.631667,3.577127
19.633333,3.58428
19.635,3.59358
19.636667,3.604939
19.638333,3.616119
19.64,3.626726
19.641667,3.635656
19.643333,3.640371
19.645,3.642983
19.646667,3.641618
19.648333,3.637844
19.65,3.630706
19.651667,3.621908
19.653333,3.609005
19.655,3.596266
19.656667,3.581585
19.658333,3.568076
19.66,3.556027
19.661667,3.54751
19.663333,3.542171
19.665,3.538391
19.666667,3.536659
19.668333,3.53709
19.67,3.536575
19.671667,3.53946
19.673333,3.539486
19.675,3.540272
19.676667,3.540492
19.678333,3.541057
19.68,3.540119
19.681667,3.537475
19.683333,3.536271
19.685,3.533054
19.686667,3.529988
19.688333,3.529165
19.69,3.526608
19.691667,3.526298
19.693333,3.528539
19.695,3.529056
19.696667,3.529706
19.698333,3.530757
19.7,3.534237
19.701667,3.539159
19.703333,3.547052
19.705,3.557119
19.706667,3.56811
19.708333,3.578973
19.71,3.589125
19.711667,3.594466
19.713333,3.598245
19.715,3.598619
19.716667,3.595466
19.718333,3.592041
19.72,3.58859
19.721667,3.584157
19.723333,3.579944
19.725,3.574305
19.726667,3.569246
19.728333,3.565649
19.73,3.562148
19.731667,3.558564
19.733333,3.55415
19.735,3.552161
19.736667,3.552888
19.738333,3.553852
19.74,3.554966
19.741667,3.557318
19.743333,3.560001
19.745,3.562828
19.746667,3.564132
19.748333,3.566695
19.75,3.569291
19.751667,3.571194
19.753333,3.572662
19.755,3.570879
19.756667,3.568915
19.758333,3.568637
19.76,3.567068
19.761667,3.566993
19.763333,3.567041
19.765,3.569726
19.766667,3.573455
19.768333,3.57692
19.77,3.578912
19.771667,3.578688
19.773333,3.579851
19.775,3.581373
19.776667,3.582725
19.778333,3.583843
19.78,3.584866
19.781667,3.585489
19.783333,3.584377
19.785,3.582565
19.786667,3.580863
19.788333,3.579008
19.79,3.57904
19.791667,3.57961
19.793333,3.582136
19.795,3.585941
19.796667,3.59223
19.798333,3.597706
19.8,3.603458
19.801667,3.611007
19.803333,3.622324
19.805,3.633836
19.806667,3.646439
19.808333,3.656671
19.81,3.667294
19.811667,3.674968
19.813333,3.681024
19.815,3.684583
19.816667,3.68589
19.818333,3.685537
19.82,3.682289
19.821667,3.675952
19.823333,3.668473
19.825,3.657695
19.826667,3.647743
19.828333,3.638556
19.83,3.632708
19.831667,3.630309
19.833333,3.628603
19.835,3.62933
19.836667,3.62783
19.838333,3.62798
19.84,3.63049
19.841667,3.632158
19.843333,3.634862
19.845,3.638817
19.846667,3.642918
19.848333,3.648159
19.85,3.653003
19.851667,3.657346
19.853333,3.660222
19.855,3.665789
19.856667,3.671756
19.858333,3.675323
19.86,3.676584
19.861667,3.677132
19.863333,3.675572
19.865,3.671876
19.866667,3.667391
19.868333,3.66106
19.87,3.656381
19.871667,3.653823
19.873333,3.652087
19.875,3.651745
19.876667,3.653818
19.878333,3.657497
19.88,3.660102
19.881667,3.663043
19.883333,3.668799
19.885,3.673617
19.886667,3.679067
19.888333,3.683085
19.89,3.685737
19.891667,3.689718
19.893333,3.694717
19.895,3.698768
19.896667,3.70166
19.898333,3.707042
19.9,3.714447
19.901667,3.721743
19.903333,3.730632
19.905,3.73824
19.906667,3.744732
19.908333,3.753254
19.91,3.762643
19.911667,3.771631
19.913333,3.779528
19.915,3.785283
19.916667,3.790254
19.918333,3.79333
19.92,3.793903
19.921667,3.793508
19.923333,3.79154
19.925,3.789753
19.926667,3.787519
19.928333,3.78575
19.93,3.78496
19.931667,3.782943
19.933333,3.784721
19.935,3.791222
19.936667,3.803567
19.938333,3.821089
19.94,3.841912
19.941667,3.865815
19.943333,3.888598
19.945,3.909113
19.946667,3.921809
19.948333,3.925132
19.95,3.926885
19.951667,3.928205
19.953333,3.927925
19.955,3.928474
19.956667,3.930247
19.958333,3.934142
19.96,3.938737
19.961667,3.943486
19.963333,3.944749
19.965,3.941974
19.966667,3.94144
19.968333,3.936001
19.97,3.925708
19.971667,3.91424
19.973333,3.899419
19.975,3.88212
19.976667,3.865298
19.978333,3.850271
19.98,3.837628
19.981667,3.828462
19.983333,3.826363
19.985,3.824381
19.986667,3.826626
19.988333,3.834563
19.99,3.84606
19.991667,3.860635
19.993333,3.883473
19.995,3.91804
19.996667,3.965751
19.998333,4.030402
20,4.113887
20.001667,4.209946
20.003333,4.320142
20.005,4.432603
20.006667,4.53789
20.008333,4.629412
20.01,4.703846
20.011667,4.763056
20.013333,4.811682
20.015,4.877005
20.016667,5.009411
20.018333,5.318437
20.02,5.960108
20.021667,7.096006
20.023333,8.980153
20.025,11.87818
20.026667,16.177736
20.028333,22.306622
20.03,30.557207
20.031667,40.840248
20.033333,52.74271
20.035,66.055237
20.036667,80.069069
20.038333,93.322113
20.04,104.135757
20.041667,110.858757
20.043333,112.449318
20.045,108.094551
20.046667,98.166069
20.048333,83.730354
20.05,66.733315
20.051667,49.776699
20.053333,34.820099
20.055,22.909958
20.056667,14.46043
20.058333,9.223926
20.06,6.515019
20.061667,5.167868
20.063333,4.619514
20.065,4.369803
20.066667,4.241293
20.068333,4.174543
20.07,4.14113
20.071667,4.114916
20.073333,4.087414
20.075,4.061544
20.076667,4.039634
20.078333,4.021689
20.08,4.005161
20.081667,3.990116
20.083333,3.981724
20.085,3.973778
20.086667,3.969153
20.088333,3.968363
20.09,3.968982
20.091667,3.976336
20.093333,3.983972
20.095,3.99367
20.096667,4.00339
20.098333,4.011593
20.1,4.020743
20.101667,4.027656
20.103333,4.034043
20.105,4.041249
20.106667,4.048045
20.108333,4.051507
20.11,4.05206
20.111667,4.053268
20.113333,4.051374
20.115,4.049335
20.116667,4.050093
20.118333,4.053598
20.12,4.056108
20.121667,4.059975
20.123333,4.060178
20.125,4.055938
20.126667,4.055243
20.128333,4.052626
20.13,4.046912
20.131667,4.043601
20.133333,4.046691
20.135,4.053243
20.136667,4.060943
20.138333,4.069849
20.14,4.077954
20.141667,4.08657
20.143333,4.10021
20.145,4.110116
20.146667,4.11648
20.148333,4.117756
20.15,4.115758
20.151667,4.104641
20.153333,4.089081
20.155,4.065069
